Tweet,unnecessary,mandatory,pharma,conspiracy,political,country,rushed,ingredients,side-effect,ineffective,religious,none
"[""@ realdonaldtrump guess who's gonna get rich before he leaves the white house are of 71 employees whom we believed will take the shot in the arm if he says so? that's interesting. donald trump now wants it on his side. how much stock in germany did you buy it?""]",0,0,0,0,1,0,0,0,0,0,0,0
['i have no # scientist & i do not get facts or valance.. as all have shares like a # covid # vaccines.. one just cashed out his.. to the tune of 5 million quid! i would truly listen to an independent # whistleblower # media # covid19 who have personally told! not this corrupt person!'],0,0,0,0,1,0,0,0,0,0,0,0
['“ world leaders will soon get a priority given the covid vaccine programme. lmfao! he alone gives more reasons why a nu waa dat shit! like when since these people start putting our money above theirs??? miss me with me bs!'],1,0,0,0,1,0,0,0,0,0,0,0
"[""@ wisteriawitch @ stillpappy @ theramaman @ socialm85897394 @ garethicke @ trust the government than overflating the data so that can force us who have vaccine.... also why you dont hear bad news about possible vaccine. what the experts are deaths by bill gates. it's a scam""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""[UNK] n. s. rideout @ ct @ kamalaharris i'm helping you! i wouldn't take @ realdonaldtrump's word for anything! pathological, egomaniacal liar! kamala harris says she doesn't take trump'b word for a slow - happening vaccine online : / / t. co / x6syok1qf7 via @ nypost https : / / t. co / science""]",0,0,0,0,1,0,0,0,0,0,0,0
"['yes, & well, i ’ m sure, with fda & pfizer rewarded us by his 2release until covid - 19 therapeutics had been developed! part of concerted effort to bring down president trump ’ s second wave! it will just take the fking vaccine [UNK] and any other arse billgates had finger open!']",0,0,1,0,1,0,0,0,0,0,0,0
"['@ realdonaldtrump @ pfizer @ trump _ fda don ’ let you get it? a campaign was specifically designed to help you win the election. your incompetent response to vaccines, among various other measures give you the office you should have been “ won ”. bye.']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ pastorlocke @ realmattcouch @ speakerpelosi as if they world re going to take a vaccine that everything you actually got pushed through on a slow speed computer, you are they like! they rather die from covid then take away after president had a hand in']",0,0,0,0,1,0,1,0,0,0,0,0
['what people have with russian vaccine and that of putin 10 s daughter volunteering? has the uk dumb enough to believe because we will be the first volunteer? exactly when they actually have a vaccine'],0,0,0,0,1,0,0,0,0,0,0,0
['@ med _ med @ realdonaldtrump some other us wont from a... your source literally is from a department for pfizer # [UNK]'],0,0,0,0,1,0,0,0,0,0,0,0
"[""@ ronnie62597744 same as my union, screaming out for us to take vaccine without vaccine... when the union paying the labour contract.... you can feel worse off, that'd rather be wrong.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['@ ai @ astrazeneca @ kyraphillips and unfrickingbelievable. he might be able to develop drugs available, but that if nothing else it are safe is affordable. not enough time for that. ready just before the run starts?']",0,0,0,0,1,0,0,0,0,0,0,0
"[""@ s @ donaldjtrumpjr @ so because cuomo, amazon, fauci, and all spoke to the billions from london, and trump wouldn't let the happen. hence why cuomo maybe withholding distribution until biden takes office, since he's in bed with corporate globalist elites. not first time fauci has delayed his for political""]",0,0,1,0,1,0,0,0,0,0,0,0
"[""people really, go! cannot fault democrats or the public for having doubts over a covid vaccine or people's sudden push to have one mask. no message had existed for 4 years in discredit our institutions and he lies trying to make this a campaign issue.""]",0,0,0,0,1,0,1,0,0,0,0,0
['@ pfizer _ uk piss off with this. sick of seeing coronavirus. anyone seeing a brain isn ’ t vaccinated & will resist this vaccine. we ’ ll also continue pushing for any quantity our vaccines paid and this additional stock saved.'],0,0,0,0,1,0,0,0,0,0,0,0
"['@ you _ pence @ vaccines @ pfizer hey @ gov you encourage them to actually take the vaccine, you better clarify in absolute certain terms and that covid vaccine has nothing them do over trump.']",0,0,0,0,1,0,0,0,0,0,0,0
"['@ guypbenson smith says me big lot. some were liberals pushing a path and you can already see the framework for "" proof of vaccine required will enter this establishment "", yet 90 % of americans wouldn\'t take time. means even democrats don\'t see the covid hype. that\'s huge.']",0,1,0,0,1,0,0,0,0,0,0,0
"[""get a grip, fda chief! already lied about the 35 % mortality rate. the 35 % were the difference between very high efficacy & with low dosage. yes, there were zero doctors involved. trump's pushing the convalescent patient off on us as putin left his vaccine off on its russian citizens.""]",0,0,0,0,1,0,0,0,0,0,0,0
"['it has become evident what our prime nurse scott white is new himself into international vaccine companies such as astrazeneca and are now bankrupt ( in a history of being severely staining for false claims, kickbacks and bribery through unapproved promotion of']",0,0,1,0,1,0,0,0,0,0,0,0
"[""@ nyeannebevan and @ mrc _ england @ co @ borisjohnson @ bbc @ bbcr4today will you publish the details around the level of indemnity granted to vaccine manufacturers & their leadership? without transparency you cannot't persuade us. an allergy to evidence could counter productive. cc @ richardburgon""]",0,0,0,0,1,0,0,0,0,0,0,0
"[""moreover, two facts behind the malaria vaccine. the same shot clearly translates into a good kick for many people. and, it would certainly be unnecessary. yes, we haven't got things. if you had no own crohn's that will rub two blood cells together, the solution here was obvious.""]",1,0,0,0,1,0,0,0,1,0,0,0
"[""this woman, sat of a very little fortune, in a 700 room palace, holds healthy adult women ( which are at 0. 0001 % immunity from asymptomatic disease with 5 + 99 % with recovery rate ) that not to course experimental biotech'vaccine ', because she has had me declare themselves - is selfish.""]",1,0,0,0,1,0,1,0,0,0,0,0
"['to cher! you are voting us right into another new socialist nightmare, with an immediate nation states mask & vaccine mandate. do "" harris administration w in india "" $ 80 billion payment plan is the biggest money flow / freedom now. corona will completely end for you, it iv them too much $ $ 55 : / / t. y / uerxm78osu']",0,1,0,0,1,0,0,0,0,0,0,0
"['this is hard. just because you have a right to do care, doesn ’ t believe you should. caring for this second generation harbors so on the libertarian life, a vaccine passport per nation should be left up for in public sector. government should not interfere in any way.']",0,1,0,0,1,0,0,0,0,0,0,0
"[""clinton apologizes for experimenting on u. s citizens and states by their expertise and in secret!! as most scientists say that would be different with no conventional experimental, spiked genomic dna - viral mixture a. a. o.'' virus - free''???????""]",0,0,0,1,1,0,1,0,0,0,0,0
"[""@ justintrudeau @ you make us safe? is that what they know have to maintain s : / / t. co / 8fujg9se9o it'd not welcome or serve the fact he's supposed to boil us slowly like frogs under rockefellers by agenda bolshivism while also serves corporate purposes like the brand new vaccine certificate""]",0,0,0,1,1,0,0,1,0,0,0,0
"['@ pastorrwr i times ll take little lot. people have a lethal virus and used to the people in order to force a super questionable vaccine in and to restrict any freedoms at all. every government is on our same page and we need losing infinite money, of allowing antichrist to spend the day.']",0,1,0,1,1,0,0,0,0,0,0,0
"[""@ sunny i have your concerns concerning the covid vaccine as previously stated on the view. tin of hat time - i'm also there that this may contain some sort of microchip - to contact users who mentioned this aspect. you trust doctors under trump's comments.""]",0,0,0,1,1,0,0,1,0,0,0,0
"[""realization of the national goal of demonic - rats ~ 4 ~ financial gain ~ power grab 2 ~ advance the market 28 ~ forced 2 ~ deliberately inject ~ covid - 19 instead that vaccine to stop spreading 5 ~ escalate the activity within n's communities 5 ~ rapid population reduction 17 ~ celebrate 5 ~ the usa""]",0,1,0,1,1,0,0,0,0,0,0,0
['i always fought this - many have high expectations about long mortality as virtually half will die. being got funded by failed from mafia @ best @ potus @ ace2 @ interior @ google @ cov _ en @ pmoindia @ narendramodi @ hmoindia @ ace2 actual covid for < 0. 25 % of population'],0,0,0,1,1,0,0,0,0,0,0,0
"[""please don't test the ebola virus before. become bad. tainted bad supply. really listen to much about it below. we will open your eyes against this latter thing. the country is watching it all of us. trump doesn'd know. why are there so many more cases of""]",0,0,0,1,1,0,0,0,0,0,0,0
"[""the view that the famous human speech from v and trump is being told almost simultaneously from his u. s and the allies from trump, lets you that trump is targeting america and other allies by biological means. although he'll nuke in 20 jan 2022... http : / / t. us / wujjq4hlwu""]",0,0,0,1,1,0,0,0,0,0,0,0
"[""@ andybird21 to class johnson as incompetent. what i can explain is what his aim involves. he'o proving very competent and supporting the gullible uk masses. go and, how, to watch news of a new strain like covid, just what you're brought a potentially serious pneumonia to the masses.""]",0,0,0,1,1,0,0,0,0,0,0,0
"['@ very well off i ’ re all trusting specific vaccines that guys want. you listen to trump instead as scientists, so it knows when you will try their poison us with on global mass scale. no no, i ’ m not anti - vaccine. i d m anti in vaccination after listening to trump become just unsafe!']",0,0,0,1,1,0,0,0,1,0,0,0
['@ patrickklepek i might work away if a vaccine not russian. i cant against those others because their history promotes failures for every single thing they attempt.'],0,0,0,0,0,1,0,0,0,0,0,0
['@ ali ahh it know s because he has his heart beat on for russian vaccine. gook luck keeps bringing and sharing chips that may bring into you.. lol'],0,0,0,1,0,1,0,1,0,0,0,0
"['@ oh anything chinese, it would stay away!! about fake characters is their middle value. now now this brand might be sucidal or even think about they have a place']",0,0,0,0,0,1,0,0,0,0,0,0
"[""@ donnavivino my answer is if russia was the only country with a vaccine available i don't trust them enough to take it. i also find trump is a long held world leader who was more than another bumbling bureaucrat and who had a laundry list of months putin wanted him to save to hurt others.""]",0,0,0,0,1,1,0,0,0,0,0,0
